employeeid,firstname,lastname,gender,age,businesstravel,department,distancefromhome_km,state,ethnicity,education,educationfield,jobrole,maritalstatus,salary,stockoptionlevel,overtime,hiredate,attrition,yearsatcompany,yearsinmostrecentrole,yearssincelastpromotion,yearswithcurrmanager,performanceid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,satisfactionlevel,ratinglevel,educationlevel
05DA-5423,Moira,Forsey,Female,26,Some Travel,Technology,16,CA,American Indian or Alaska Native,2,Business Studies,Software Engineer,Married,34630,0,No,2016-07-30,No,6,2,6,0,PR5381,2021-10-16,4.0,4.0,4.0,2.0,0.0,3.0,3.0,3.0,Satisfied ,Meets Expectation,High School 
05DA-5423,Moira,Forsey,Female,26,Some Travel,Technology,16,CA,American Indian or Alaska Native,2,Business Studies,Software Engineer,Married,34630,0,No,2016-07-30,No,6,2,6,0,PR6495,2022-10-16,4.0,5.0,5.0,1.0,1.0,5.0,4.0,3.0,Satisfied ,Meets Expectation,High School 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR1414,2017-01-17,3.0,2.0,3.0,3.0,0.0,5.0,3.0,2.0,Neutral,Needs Improvement,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR175,2014-01-18,5.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,Very Satisfied,Needs Improvement,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR2044,2018-01-17,5.0,5.0,5.0,1.0,1.0,3.0,4.0,3.0,Very Satisfied,Meets Expectation,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR21,2013-01-18,3.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,Neutral,Exceeds Expectation ,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR2769,2019-01-17,4.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,Satisfied ,Above and Beyond,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR3615,2020-01-17,5.0,5.0,3.0,1.0,1.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR4583,2021-01-16,5.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,Very Satisfied,Meets Expectation,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR468,2015-01-18,4.0,2.0,3.0,2.0,0.0,4.0,3.0,2.0,Satisfied ,Needs Improvement,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR5642,2022-01-16,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,Dissatisfied,Needs Improvement,Bachelors 
8A6B-AD5C,Ruby,O'Scollain,Female,24,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,61883,0,No,2016-08-02,Yes,1,1,1,0,PR881,2016-01-18,4.0,5.0,2.0,2.0,0.0,3.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Bachelors 
DBF0-2EA3,Kaitlyn,Ernshaw,Female,27,Frequent Traveller,Technology,1,CA,White,4,Computer Science,Senior Software Engineer,Married,56302,2,Yes,2016-08-04,No,6,3,5,4,PR3518,2019-12-08,4.0,3.0,3.0,1.0,0.0,2.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
DBF0-2EA3,Kaitlyn,Ernshaw,Female,27,Frequent Traveller,Technology,1,CA,White,4,Computer Science,Senior Software Engineer,Married,56302,2,Yes,2016-08-04,No,6,3,5,4,PR4469,2020-12-07,4.0,4.0,5.0,1.0,0.0,5.0,5.0,5.0,Satisfied ,Above and Beyond,Masters 
DBF0-2EA3,Kaitlyn,Ernshaw,Female,27,Frequent Traveller,Technology,1,CA,White,4,Computer Science,Senior Software Engineer,Married,56302,2,Yes,2016-08-04,No,6,3,5,4,PR5515,2021-12-07,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,Neutral,Exceeds Expectation ,Masters 
DBF0-2EA3,Kaitlyn,Ernshaw,Female,27,Frequent Traveller,Technology,1,CA,White,4,Computer Science,Senior Software Engineer,Married,56302,2,Yes,2016-08-04,No,6,3,5,4,PR6639,2022-12-07,1.0,1.0,2.0,3.0,0.0,2.0,5.0,5.0,Very Dissatisfied,Above and Beyond,Masters 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR1429,2017-01-23,5.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,Very Satisfied,Needs Improvement,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR183,2014-01-24,5.0,5.0,2.0,1.0,1.0,4.0,5.0,5.0,Very Satisfied,Above and Beyond,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR2059,2018-01-23,4.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,Satisfied ,Needs Improvement,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR2786,2019-01-23,3.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,Neutral,Above and Beyond,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR28,2013-01-24,4.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,Satisfied ,Meets Expectation,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR3634,2020-01-23,4.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,Satisfied ,Needs Improvement,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR4603,2021-01-22,5.0,3.0,5.0,1.0,0.0,4.0,3.0,2.0,Very Satisfied,Needs Improvement,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR476,2015-01-24,3.0,5.0,3.0,1.0,1.0,2.0,4.0,4.0,Neutral,Exceeds Expectation ,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR5663,2022-01-22,3.0,5.0,4.0,1.0,2.0,2.0,4.0,4.0,Neutral,Exceeds Expectation ,Bachelors 
8AAD-FAFB,Alethea,Heeney,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,3,Marketing,Sales Executive,Divorced,130774,1,Yes,2016-08-15,Yes,4,3,3,4,PR893,2016-01-24,4.0,4.0,2.0,2.0,0.0,5.0,5.0,5.0,Satisfied ,Above and Beyond,Bachelors 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR1408,2017-01-15,5.0,3.0,5.0,1.0,1.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR17,2013-01-16,5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR170,2014-01-16,5.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,Very Satisfied,Meets Expectation,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR2038,2018-01-15,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,Neutral,Exceeds Expectation ,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR2761,2019-01-15,3.0,4.0,5.0,3.0,2.0,5.0,3.0,3.0,Neutral,Meets Expectation,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR3607,2020-01-15,3.0,5.0,5.0,2.0,0.0,2.0,3.0,3.0,Neutral,Meets Expectation,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR4573,2021-01-14,3.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,Neutral,Exceeds Expectation ,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR462,2015-01-16,4.0,3.0,2.0,3.0,0.0,5.0,5.0,4.0,Satisfied ,Exceeds Expectation ,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR5632,2022-01-14,3.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,Neutral,Meets Expectation,High School 
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,2,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,PR875,2016-01-16,3.0,3.0,4.0,3.0,0.0,2.0,4.0,3.0,Neutral,Meets Expectation,High School 
6A09-C910,Arri,Brooking,Male,24,Some Travel,Technology,19,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Divorced,35270,1,No,2016-08-16,No,6,0,5,2,PR3110,2019-05-23,3.0,4.0,5.0,1.0,0.0,5.0,5.0,5.0,Neutral,Above and Beyond,Masters 
6A09-C910,Arri,Brooking,Male,24,Some Travel,Technology,19,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Divorced,35270,1,No,2016-08-16,No,6,0,5,2,PR4000,2020-05-22,5.0,4.0,2.0,1.0,3.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
6A09-C910,Arri,Brooking,Male,24,Some Travel,Technology,19,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Divorced,35270,1,No,2016-08-16,No,6,0,5,2,PR5000,2021-05-22,4.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,Satisfied ,Above and Beyond,Masters 
6A09-C910,Arri,Brooking,Male,24,Some Travel,Technology,19,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Divorced,35270,1,No,2016-08-16,No,6,0,5,2,PR6084,2022-05-22,4.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR1088,2016-05-04,4.0,5.0,2.0,2.0,2.0,5.0,4.0,3.0,Satisfied ,Meets Expectation,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR126,2013-05-05,5.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,Very Satisfied,Meets Expectation,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR1642,2017-05-04,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,Neutral,Exceeds Expectation ,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR2301,2018-05-04,5.0,5.0,3.0,1.0,1.0,4.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR3055,2019-05-04,4.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,Satisfied ,Exceeds Expectation ,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR318,2014-05-05,5.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR3938,2020-05-03,5.0,2.0,5.0,1.0,1.0,4.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR4935,2021-05-03,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,Satisfied ,Meets Expectation,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR6014,2022-05-03,5.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,Very Satisfied,Meets Expectation,Bachelors 
ADF8-AD57,Trip,Bennell,Male,27,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,20387,0,No,2016-08-16,Yes,0,0,0,0,PR645,2015-05-05,3.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,Neutral,Exceeds Expectation ,Bachelors 
C292-EC0C,Rosamond,Mattaser,Non-Binary,26,Some Travel,Technology,8,NY,White,2,Computer Science,Software Engineer,Divorced,27219,2,No,2016-08-16,No,6,3,5,4,PR3416,2019-10-20,4.0,5.0,3.0,2.0,0.0,4.0,3.0,3.0,Satisfied ,Meets Expectation,High School 
C292-EC0C,Rosamond,Mattaser,Non-Binary,26,Some Travel,Technology,8,NY,White,2,Computer Science,Software Engineer,Divorced,27219,2,No,2016-08-16,No,6,3,5,4,PR4353,2020-10-19,4.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,Satisfied ,Exceeds Expectation ,High School 
C292-EC0C,Rosamond,Mattaser,Non-Binary,26,Some Travel,Technology,8,NY,White,2,Computer Science,Software Engineer,Divorced,27219,2,No,2016-08-16,No,6,3,5,4,PR5390,2021-10-19,3.0,5.0,5.0,2.0,1.0,4.0,3.0,2.0,Neutral,Needs Improvement,High School 
C292-EC0C,Rosamond,Mattaser,Non-Binary,26,Some Travel,Technology,8,NY,White,2,Computer Science,Software Engineer,Divorced,27219,2,No,2016-08-16,No,6,3,5,4,PR6505,2022-10-19,4.0,2.0,3.0,3.0,0.0,3.0,5.0,4.0,Satisfied ,Exceeds Expectation ,High School 
CD7F-377F,Kendricks,Tribe,Male,25,Frequent Traveller,Sales,25,CA,Black or African American,3,Marketing ,Sales Executive,Married,46283,1,No,2016-08-24,No,6,5,6,1,PR3362,2019-09-20,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,Satisfied ,Needs Improvement,Bachelors 
CD7F-377F,Kendricks,Tribe,Male,25,Frequent Traveller,Sales,25,CA,Black or African American,3,Marketing ,Sales Executive,Married,46283,1,No,2016-08-24,No,6,5,6,1,PR4293,2020-09-19,4.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,Satisfied ,Needs Improvement,Bachelors 
CD7F-377F,Kendricks,Tribe,Male,25,Frequent Traveller,Sales,25,CA,Black or African American,3,Marketing ,Sales Executive,Married,46283,1,No,2016-08-24,No,6,5,6,1,PR5321,2021-09-19,3.0,4.0,3.0,2.0,0.0,4.0,5.0,4.0,Neutral,Exceeds Expectation ,Bachelors 
CD7F-377F,Kendricks,Tribe,Male,25,Frequent Traveller,Sales,25,CA,Black or African American,3,Marketing ,Sales Executive,Married,46283,1,No,2016-08-24,No,6,5,6,1,PR6427,2022-09-19,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,Satisfied ,Needs Improvement,Bachelors 
AF11-04C3,Joni,Byre,Female,27,Some Travel,Sales,19,CA,American Indian or Alaska Native,4,Marketing,Manager,Married,149813,0,No,2016-08-30,No,6,0,1,1,PR3196,2019-06-30,3.0,3.0,5.0,2.0,0.0,2.0,3.0,3.0,Neutral,Meets Expectation,Masters 
AF11-04C3,Joni,Byre,Female,27,Some Travel,Sales,19,CA,American Indian or Alaska Native,4,Marketing,Manager,Married,149813,0,No,2016-08-30,No,6,0,1,1,PR4098,2020-06-29,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
AF11-04C3,Joni,Byre,Female,27,Some Travel,Sales,19,CA,American Indian or Alaska Native,4,Marketing,Manager,Married,149813,0,No,2016-08-30,No,6,0,1,1,PR5103,2021-06-29,3.0,1.0,4.0,1.0,0.0,2.0,4.0,3.0,Neutral,Meets Expectation,Masters 
AF11-04C3,Joni,Byre,Female,27,Some Travel,Sales,19,CA,American Indian or Alaska Native,4,Marketing,Manager,Married,149813,0,No,2016-08-30,No,6,0,1,1,PR6201,2022-06-29,4.0,4.0,3.0,3.0,0.0,2.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR1085,2016-05-03,5.0,2.0,3.0,3.0,0.0,2.0,3.0,2.0,Very Satisfied,Needs Improvement,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR124,2013-05-04,4.0,5.0,4.0,3.0,0.0,4.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR1639,2017-05-03,5.0,2.0,2.0,3.0,0.0,5.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR2298,2018-05-03,4.0,3.0,5.0,1.0,0.0,4.0,4.0,3.0,Satisfied ,Meets Expectation,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR3051,2019-05-03,3.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,Neutral,Needs Improvement,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR316,2014-05-04,5.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,Very Satisfied,Needs Improvement,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR3934,2020-05-02,5.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR4931,2021-05-02,5.0,5.0,4.0,3.0,0.0,4.0,3.0,2.0,Very Satisfied,Needs Improvement,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR6010,2022-05-02,5.0,4.0,5.0,3.0,0.0,5.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
D31B-BEF8,Bent,Plumridege,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,4,Marketing ,Sales Representative,Single,28090,0,No,2016-08-31,Yes,0,0,0,0,PR643,2015-05-04,3.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,Neutral,Exceeds Expectation ,Masters 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR1501,2017-02-27,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,Neutral,Meets Expectation,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR2139,2018-02-27,4.0,2.0,3.0,3.0,0.0,4.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR225,2014-02-28,3.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,Neutral,Meets Expectation,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR2874,2019-02-27,4.0,2.0,4.0,2.0,0.0,3.0,3.0,3.0,Satisfied ,Meets Expectation,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR3728,2020-02-27,5.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,Very Satisfied,Above and Beyond,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR4705,2021-02-26,1.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,Very Dissatisfied,Meets Expectation,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR529,2015-02-28,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,Neutral,Meets Expectation,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR5770,2022-02-26,4.0,3.0,3.0,2.0,0.0,2.0,5.0,5.0,Satisfied ,Above and Beyond,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR62,2013-02-28,3.0,2.0,4.0,3.0,0.0,2.0,4.0,4.0,Neutral,Exceeds Expectation ,Bachelors 
596B-33F4,Shell,McPeck,Male,26,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,30207,1,Yes,2016-09-01,Yes,5,1,3,0,PR956,2016-02-28,3.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,Neutral,Above and Beyond,Bachelors 
0B72-0EE6,Noll,Antoniottii,Male,24,Some Travel,Technology,1,NY,White,4,Computer Science,Senior Software Engineer,Married,70849,2,No,2016-09-03,No,6,0,1,6,PR3414,2019-10-20,3.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,Neutral,Needs Improvement,Masters 
0B72-0EE6,Noll,Antoniottii,Male,24,Some Travel,Technology,1,NY,White,4,Computer Science,Senior Software Engineer,Married,70849,2,No,2016-09-03,No,6,0,1,6,PR4351,2020-10-19,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,Neutral,Meets Expectation,Masters 
0B72-0EE6,Noll,Antoniottii,Male,24,Some Travel,Technology,1,NY,White,4,Computer Science,Senior Software Engineer,Married,70849,2,No,2016-09-03,No,6,0,1,6,PR5388,2021-10-19,5.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
0B72-0EE6,Noll,Antoniottii,Male,24,Some Travel,Technology,1,NY,White,4,Computer Science,Senior Software Engineer,Married,70849,2,No,2016-09-03,No,6,0,1,6,PR6503,2022-10-19,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,Neutral,Meets Expectation,Masters 
C661-6A1C,Joeann,Batrop,Female,25,Frequent Traveller,Technology,24,CA,Mixed or multiple ethnic groups,1,Business Studies,Software Engineer,Single,40314,0,No,2016-09-15,Yes,3,1,3,3,PR1061,2016-04-20,5.0,2.0,4.0,3.0,0.0,4.0,5.0,5.0,Very Satisfied,Above and Beyond,No Formal Qualifications
